Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags,price_level_mapped,price_level_missing,rating_missing,reviews_missing
RISTORANTE ITALIANO AF 6 MARTS 1998 APS,"Fiolstræde 2, st., 1171 København K",Ristorante Italiano,3.5,4.748,,", , , , , , , , , ",2.0,True,True,False
RAGU ApS,"Arne Jacobsens Allé 12, 2300 København S",RAGU,3.5,10.0,,,2.0,True,True,False
Engelhardt Cafe og Restaurant v/Halil Ceran,"Søborg Torv 17, 2860 Søborg",,3.5,5.0,,,2.0,True,True,True
Ingolfs Kaffebar og Spisehus ApS,"Ingolfs Allé 3, 2300 København S",Ingolf's Kaffebar,3.5,964.0,,", , , , , , , , , ",2.0,True,True,False
SPISESTEDET MOSEN V/JEANETTE KIT JAKOBSEN,"Rendsagervej 5, 2625 Vallensbæk",Spisestedet Mosen,3.5,471.0,,,2.0,True,True,False
Zætteberg kaffe & vin,"Gasværksvej 12, st. th, 2800 Kongens Lyngby",Zætteberg kaffe & vin,3.5,193.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
RESTAURATIONSSELSKABET HADI ApS,"Frederiksberggade 36, 1459 København K",Restaurationsselskabet Hadi Aps,3.5,5.0,,,2.0,True,True,True
"YAT ApS,American Rest. & Diner","Havneholmen 3, 1561 København V",American Restaurant & Diner,3.5,1.013,,", , , , , , , , , ",2.0,True,True,False
Victoria Pub,"Gammeltorv 24, 1457 København K",Victoria Pub,3.5,718.0,,", , , , , , , , , ",2.0,True,True,False
La Vita Pizza Resturante v/Agim Tahiri,"Ryesgade 61, kl., 2100 København Ø",La Vita,3.5,291.0,1-200 kr a persona,,1.0,False,True,False
CAFÉ BJERGET OG BJERGSTUEN A/S,"Bispebjerg Torv 8, st., 2400 København NV",Cafe Bjerget,3.5,357.0,100-200 kr a persona,", , , , ",1.0,False,True,False
CAFE CIRÉ ApS,"Valby Langgade 58, 2500 Valby",Cafe Ciré,3.5,1.17,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Gastronomia Costa Smeralda,"Akacietorvet 11, 3520 Farum",Costa Smeralda,3.5,150.0,100-200 kr a persona,,1.0,False,True,False
MC DONALD'S,"Kettevej 3, 2650 Hvidovre",McDonald's,3.5,2.027,,,2.0,True,True,False
GASTROMIA ITALIANA DUE V/BESTON MOHAMED SAID,"Gammel Kongevej 108, 1850 Frederiksberg C",,3.5,5.0,,,2.0,True,True,True
Ristorante Amici Mieí,"Stengade 15, 3000 Helsingør",Amici Miei,3.5,818.0,,", , , , , , , , , ",2.0,True,True,False
CAFE BANG & JENSEN,"Istedgade 130, 1650 København V",Bang & Jensen,3.5,845.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
LYNGBY CAPRI SHAWARMA HOUSE ApS,"Klampenborgvej 215D, 2800 Kongens Lyngby",Lyngby Shawarma House,3.5,577.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Restaurant Fridas v/Lene Palmberg,"Gammel Kongevej 5, 1610 København V",Fridas,3.5,860.0,,", , , , , , , , , ",2.0,True,True,False
esthers spisehus I/S,"Esthersvej 47, st. th, 2900 Hellerup",Esthers spisehus,3.5,285.0,300-400 kr a persona,", , , ",3.0,False,True,False
RESTAURANT HÖST ApS,"Nørre Farimagsgade 41, st., 1364 København K",Høst,3.5,3.726,,", , , , , , , , , ",2.0,True,True,False
BAR'VIN ApS,"Skindergade 3, 1159 København K",Bar'Vin,3.5,305.0,,", , , , , , , , , ",2.0,True,True,False
Villa Vi,"Kongevejen 61, 2800 Kongens Lyngby",Villa Vi,3.5,125.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
ZAIQA ApS,"H.C. Ørsteds Vej 50A, 1879 Frederiksberg C",Zaiqa,3.5,54.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
Americas Grill ApS,"Nikolaj Plads 24, 1067 København K",Las Americas,3.5,477.0,,", , , , , , , , , ",2.0,True,True,False
Evenues Food ApS,"Bernstorffsvej 20A, 2900 Hellerup",,3.5,5.0,,,2.0,True,True,True
REBÆK PIZZA,"Rebæk Søpark 1, 2650 Hvidovre",Rebæk Pizzabar & Grill,3.5,159.0,,", , ",2.0,True,True,False
Karsemose Kro / Marks Spisehus,"Helsingevej 153B, 3300 Frederiksværk",Korporalskroen,3.5,479.0,200-300 kr a persona,", ",2.0,False,True,False
ROSENHUSET. ApS,"Vedbæk Strandvej 378, 2950 Vedbæk",Café Rosenhuset,3.5,879.0,200-300 kr a persona,", , , , , , , , , ",2.0,False,True,False
Mazzoli's Caffè & Trattoria,"Vesterbrogade 3, 1620 København V",,3.5,5.0,,,2.0,True,True,True
CECA FOODS FREDERIKSSUND ApS,"Ådalsvej 1, 3600 Frederikssund",,3.5,5.0,,,2.0,True,True,True
Bodega 48,"H.C. Ørsteds Vej 48A, st. th, 1879 Frederiksberg C",Bodega 48,3.5,121.0,1-100 kr a persona,,1.0,False,True,False
Ammessi,"Vesterbrogade 70, 1620 København V",Ammessi,3.5,147.0,,", , , , , ",2.0,True,True,False
Balkan Food ApS,"Frederikssundsvej 356, 2700 Brønshøj",Balkan Food,3.5,23.0,1-100 kr a persona,,1.0,False,True,False
Food Fusion ApS,"Stengade 30A, 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Pizza Palace,"Sallingvej 24, 2720 Vanløse",Pizza Palace / vanløse,3.5,98.0,,,2.0,True,True,False
Restaurant 1899 ApS,"Hausergade 38, 1128 København K",Restaurant 1899,3.5,67.0,,", , , ",2.0,True,True,False
Alshami ApS,"Nørrebrogade 108, 2200 København N",Alshami Shawarma,3.5,128.0,1-100 kr a persona,", ",1.0,False,True,False
Lago by Norrlyst ApS,"Korsgade 1, st., 2200 København N",Lago ~ Restaurant & Cocktailbar,3.5,167.0,,", , , , , , , , , ",2.0,True,True,False
Ebisu Sushi Helsingør ApS,"Bjergegade 22A, 3000 Helsingør",Ebisu Sushi Helsingør,3.5,29.0,,", ",2.0,True,True,False
NASR SHAWARMA,"Nørrebrogade 185, st., 2200 København N",,3.5,5.0,,,2.0,True,True,True
VACA Valby,"Toftegårds Allé 4, 2500 Valby","VACA - Mexican Finger Food, Valby",3.5,488.0,100-200 kr a persona,", , , , , , , , ",1.0,False,True,False
Bone´s Restauranter A/S,"Amagerbrogade 132, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Temporada Tapas og Vin,"Åboulevard 23, st. tv, 1960 Frederiksberg C",,3.5,5.0,,,2.0,True,True,True
MASH RUNGSTED ApS,"Rungsted Havn 42 - 44, 2960 Rungsted Kyst",MASH,3.5,627.0,,", , , , , , , , , ",2.0,True,True,False
Café Apropos ApS,"Halmtorvet 12, 1700 København V",Café Apropos,3.5,1.282,,", , , , , , , , , ",2.0,True,True,False
ONE 2 ApS,"Enghave Plads 2, 1670 København V",One 2 Aps,3.5,5.0,,,2.0,True,True,True
Fru Nimbs Smørrebrød,"Vesterbrogade 3, 1620 København V",Fru Nimb,3.5,273.0,,", , , , , , ",2.0,True,True,False
Alchemist ApS,"Refshalevej 173C, 1432 København K",Alchemist,3.5,634.0,,", , , , , , , , , ",2.0,True,True,False
CECA FOODS HELSINGØR ApS,"Kongevejen 103, 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Bellona Restaurant,"Nørregade 19, 3390 Hundested",Bellona,3.5,384.0,100-200 kr a persona,,1.0,False,True,False
Shabaz Åboulevarden,"Åboulevard 46, 2200 København N",Shabaz Kaffebar,3.5,127.0,1-100 kr a persona,", , , ",1.0,False,True,False
Langelinie-P Aps,"Langelinie 10, 2100 København Ø",Langelinie Pavillonen,3.5,249.0,,", , , , , , ",2.0,True,True,False
Guangzhoa Cuisine,"Abel Cathrines Gade 6, st. th, 1654 København V",Guangzhou cuisine,3.5,227.0,200-300 kr a persona,,2.0,False,True,False
KINESISKE MUR ApS,"Amagerbrogade 251B, 2300 København S",Den Kinesiske Mur,3.5,943.0,200-300 kr a persona,", , , , , , , ",2.0,False,True,False
Restaurant Anarki ApS,"Vodroffsvej 47, 1900 Frederiksberg C",Anarki,3.5,471.0,,", , , , , , , , , ",2.0,True,True,False
Italo Disco ApS,"Oehlenschlægersgade 5, st., 1663 København V",ITALO DISCO,3.5,322.0,,", , , , , , , , , ",2.0,True,True,False
Non Solo Trattoria,"Godthåbsvej 29, 2000 Frederiksberg",Nonsolo Trattoria,3.5,203.0,,", ",2.0,True,True,False
Murphy's Bar,"Københavns Lufthavn 19, 2770 Kastrup",Murphy's Irish Pub,3.5,325.0,,", , , , , , , , , ",2.0,True,True,False
Väkst,"Sankt Peders Stræde 34, 1453 København K",Vækst,3.5,2.581,,", , , , , , , , , ",2.0,True,True,False
Mm Madlab Martinussen ApS,"Islands Brygge 76, 10. 2, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Op La restaurant,"Gladsaxevej 130, st. 8, 2860 Søborg",,3.5,5.0,,,2.0,True,True,True
Restaurant Casa Mia,"Antoniestræde 3, 3700 Rønne",Casa Mia,3.5,612.0,100-200 kr a persona,", , , , , , ",1.0,False,True,False
VIP EVENTS SELSKABSLOKALER ApS,"Gammel Køge Landevej 119, st. tv, 2500 Valby",VIP Events Valby Selskabslokaler,3.5,58.0,,", , , , , , ",2.0,True,True,False
Ramen To Biiru Nørrebro,"Griffenfeldsgade 28, st. tv, 2200 København N",Ramen to Bíiru Nørrebro,3.5,2.131,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Cafe Vivaldi Frederiksberg,"Falkoner Alle 13, 2000 Frederiksberg",Cafe Vivaldi,3.5,1.086,200-300 kr a persona,", , , , , , , , , ",2.0,False,True,False
Copenhagen City Beach Club ApS,"Refshalevej 325, 1432 København K",Copenhagen City Beach Club Aps,3.5,5.0,,,2.0,True,True,True
Popl Burger ApS,"Strandgade 108, 1401 København K",POPL Burger,3.5,2.102,,", , , , , , , , , ",2.0,True,True,False
Hallernes Kødbyen,"Staldgade 22, 1699 København V",,3.5,5.0,,,2.0,True,True,True
Mad & Kaffe Amagerbro ApS,"Tyrolsgade 6, 2300 København S",Mad & Kaffe,3.5,1.255,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Thai 2 You,"Elmegade 13, 2200 København N",Thai 2 You - Thai Take Away og Spisested,3.5,61.0,1-100 kr a persona,,1.0,False,True,False
C. Deniz ApS,"Farum Bytorv 47, 3520 Farum",Pizza Burger House,3.5,194.0,,,2.0,True,True,False
Jason Matthew Renwick,"Marstalsgade 8, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Kød Vesterbro ApS,"Vesterbrogade 33, 1620 København V",KöD,3.5,1.385,,", , , , , , , , , ",2.0,True,True,False
Madøre,"Strandlund 102, 2920 Charlottenlund",,3.5,5.0,,,2.0,True,True,True
Mey Martinez Coffee I/S,"Flydedokken 13, 2. tv, 2450 København SV",Mey Martinez,3.5,5.0,,,2.0,True,True,True
OKKO Café og Bar ApS,"Læderstræde 28, 1201 København K",Okko,3.5,246.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Falafel Factory ApS,"Nørrebrogade 63, 2200 København N",Falafel Factory,3.5,627.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
The Market Italian,"Antonigade 8, 1106 København K",The Market Italian,3.5,103.0,,", , , , , , , , , ",2.0,True,True,False
42Raw Pilestræde ApS,"Pilestræde 32B, 1112 København K",42Raw,3.5,1.045,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Café North ApS,"Rosengården 14, 1174 København K",,3.5,5.0,,,2.0,True,True,True
Restaurant Pluto,"Borgergade 16, 1300 København K",Pluto,3.5,1.274,,", , , , , , , , , ",2.0,True,True,False
Skagen Fiskerestaurant Kbh. ApS,"Østergade 52, 1100 København K",,3.5,5.0,,,2.0,True,True,True
BURGER KING - Nørreport,"Frederiksborggade 12, 1360 København K",Burger King,3.5,2.814,,", , , , , , , , , ",2.0,True,True,False
Palace Garden ApS,"Grantoftestræde 11, 2750 Ballerup",Palace Garden,3.5,861.0,,", , , , , , ",2.0,True,True,False
The Market Asian,"Antonigade 2, 1106 København K",The Market Asian,3.5,648.0,,", , , , , , , , , ",2.0,True,True,False
Søcafeen ApS,"Vesterbrogade 3, 1620 København V","Søcafeen, Tivoli",3.5,459.0,,", , , , , , , , , ",2.0,True,True,False
Restaurant Gorilla,"Flæsketorvet 63, 1711 København V",Restaurant Gorilla,3.5,1.871,,", , , , , , , , , ",2.0,True,True,False
Shabba ApS,"Strandboulevarden 98, st. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Hummeren v/ Sussi Sonneby,"Hummeren 3, 2635 Ishøj",Hummeren,3.5,5.0,,,2.0,True,True,True
Cork ApS,"Henrik Steffens Vej 2, st., 1866 Frederiksberg C",Cork Vinbar,3.5,172.0,200-300 kr a persona,", , , ",2.0,False,True,False
Barabba,"Store Kongensgade 34, st., 1264 København K",Barabba,3.5,566.0,Più di 1000 kr a persona,", , , , , , , , , ",5.0,False,True,False
Dinner Sushi ApS,"H.C. Ørsteds Vej 33, 1879 Frederiksberg C",Dinner Sushi,3.5,325.0,,", , , , , , , ",2.0,True,True,False
GoSushi,"Frederiksborgvej 84, 2400 København NV",Go Sushi,3.5,82.0,100-200 kr a persona,,1.0,False,True,False
Dej ApS,"Halmtorvet 27E, st., 1700 København V",Dej,3.5,908.0,,", , , , , , , , , ",2.0,True,True,False
Thai Corner ApS,"Istedgade 38, kl. tv, 1650 København V",,3.5,5.0,,,2.0,True,True,True
Café Salonen ApS,"Fiolstræde 25, st., 1171 København K",,3.5,5.0,,,2.0,True,True,True
Sushi Deli ApS,"Istedgade 42B, st., 1650 København V",,3.5,5.0,,,2.0,True,True,True
WOK CPH Online Sales ApS,"Torvegade 49, 1400 København K",WOK Christianshavn,3.5,1.034,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Restaurant Grøften,"Vesterbrogade 3, 1620 København V",Restaurant Grøften /Tivoli,3.5,2.997,,", , , , , , , , , ",2.0,True,True,False
RETOUR-STEAK København K,"ny østergade 21, 1101 København K",,3.5,5.0,,,2.0,True,True,True
Ristorante Buono,"Abel Cathrines gade 21A, 1654 københavn v",Ristorante Buono,3.5,760.0,,", , , , , , , , , ",2.0,True,True,False
La Rustica Ballerup ApS,"Baltorpvej 2, 2750 Ballerup",LA RUSTICA,3.5,700.0,,", , , , ",2.0,True,True,False
KK Klampenborg ApS,"Enghavevej 8, 2930 Klampenborg",,3.5,5.0,,,2.0,True,True,True
MKMT ApS,"Istedgade 105, 1650 København V",Kebabistan,3.5,1.248,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Jagger Copenhagen ApS - Istedgade,"Istedgade 62, 1650 København V",Jagger,3.5,1.078,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Nikola Aps,"Øverødvej 11, 2840 Holte",,3.5,5.0,,,2.0,True,True,True
soya sushi,"Frederikssundsvej 294A, 2700 Brønshøj",Soya Sushi,3.5,51.0,,,2.0,True,True,False
Cafe A,"Laurits Olsens Vej 1, 2650 Hvidovre",Cafe A,3.5,732.0,,", , , ",2.0,True,True,False
Cocks & Cows SP34,"Jarmers Plads 3, 1551 København V",Cocks & Cows SP34,3.5,947.0,,", , , , , , , , , ",2.0,True,True,False
IKI ApS af 02.01.2017,"Vesterbrogade 113, st., 1620 København V",IKI sushi,3.5,445.0,,", , , , , , , , , ",2.0,True,True,False
Torvets Kebab,"Sankt Hans Torv 24, 2200 København N",Torvets Kebab,3.5,198.0,1-100 kr a persona,", , , , ",1.0,False,True,False
Restaurant Kastellet,"Amaliegade 41, 1256 København K",Restaurant Kastellet,3.5,401.0,,", , , , , , , , , ",2.0,True,True,False
Sonny Rhs ApS,"Rådhusstræde 5, st., 1466 København K",,3.5,5.0,,,2.0,True,True,True
Bistro no. 3 ApS,"Havnevej 3, 3250 Gilleleje",Bistro No. 3,3.5,244.0,,", , , , , , ",2.0,True,True,False
Ssam,"Colbjørnsensgade 7, 1652 København V",SSAM Korean Food Bar,3.5,1.74,200-300 kr a persona,", , , , , , , , , ",2.0,False,True,False
Café Krøyers ApS,"Strandgade 87A, st., 1401 København K",Kroyers,3.5,377.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
93 Operating ApS,"Strandgade 93, 1401 København K",Barr,3.5,1.74,,", , , , , , , , , ",2.0,True,True,False
Restaurationen Hellerup Sejlklub,"Paul Elvstrøms Plads 1, 2900 Hellerup",Restaurant Hellerup Sejlklub,3.5,389.0,200-300 kr a persona,", , , , , , , ",2.0,False,True,False
Cakenhagen,"Vesterbrogade 3, 1620 København V",Cakenhagen,3.5,382.0,,", , , , , , , , , ",2.0,True,True,False
Bellona Pizzeria & Restaurant,"Humlebæk Center 28A, st., 3050 Humlebæk",,3.5,5.0,,,2.0,True,True,True
CPH Cooking Class ApS,"Herluf Trolles Gade 9, 1., 1052 København K",CPH Cooking Class,3.5,75.0,,", , , , , , , , , ",2.0,True,True,False
New Element Cafeteria & Grill,"Bagsværd Hovedgade 45, 2880 Bagsværd",New Element Cafeteria,3.5,110.0,100-300 kr a persona,", ",2.0,False,True,False
Madklubben Frederiksberg ApS,"Solbjergvej 6, 2000 Frederiksberg",Restaurant Madklubben Frederiksberg,3.5,896.0,,", , , , , , , , , ",2.0,True,True,False
Dark Horse,"Hovedgade 1E, 3730 Nexø",Dark Horse Snogebæk,3.5,41.0,100-300 kr a persona,", , , , ",2.0,False,True,False
Kai Sushi ApS,"Brøndbyøster Torv 29, 2605 Brøndby",Kai Sushi,3.5,216.0,200-300 kr a persona,", , , ",2.0,False,True,False
Jungle Grain ApS,"Rolighedsvej 20, 1958 Frederiksberg C",,3.5,5.0,,,2.0,True,True,True
Restaurationsselskabet Bøgely ApS,"Dyrehavsbakken 92, 2930 Klampenborg",Bøgely - Restaurant på Bakken,3.5,509.0,,,2.0,True,True,False
Jagger Copenhagen ApS - Nørrebrogade,"Nørrebrogade 114, st., 2200 København N",Jagger Nørrebro,3.5,852.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Pincho Nation A/S,"Rosengården 18, 1174 København K",,3.5,5.0,,,2.0,True,True,True
Green Mango Søborg,"Søborg Hovedgade 62A, st. tv, 2860 Søborg",Green Mango,3.5,253.0,100-200 kr a persona,", , , ",1.0,False,True,False
Green Mango Christianshavn,"Torvegade 16, st., 1400 København K",Green Mango,3.5,371.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Venato Funchs ApS,"Vendersgade 8, 1363 København K",Funchs Vinstue,3.5,215.0,1-100 kr a persona,", ",1.0,False,True,False
Pin Yue Ju,"Hvidovrevej 277, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
Pizza Del Lago,"Rungstedvej 5, 2970 Hørsholm",,3.5,5.0,,,2.0,True,True,True
Cafe Gustav ApS,"Store Torv 8, 3700 Rønne",Cafe Gustav,3.5,1.435,,", , , , , , , , , ",2.0,True,True,False
Restaurant LB ApS,"Gasværksvej 5, 1656 København V",Le Basilic,3.5,309.0,300-500 kr a persona,", , , , , , , , , ",3.0,False,True,False
Zam Zam Restaurant ApS,"Frederikssundsvej 20, st., 2400 København NV",Zam Zam,3.5,517.0,1-100 kr a persona,", , , , , , , ",1.0,False,True,False
Camour,"Høkerboderne 16, 1712 København V",,3.5,5.0,,,2.0,True,True,True
gocatering,"Hendriksholms Boulevard 61, 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
Alexander's Café ApS,"Ottilia Jacobsens Plads 1, 1799 København V",Alexanders Bistro,3.5,281.0,,", , , , , , , ",2.0,True,True,False
Ofelia Bar,"Stengade 81A, 3000 Helsingør",Ofelia Bar,3.5,115.0,,", , ",2.0,True,True,False
Circolo ApS,"Gammel Kongevej 74D, st. 2, 1850 Frederiksberg C",Circolo,3.5,99.0,,", , , , , , , , , ",2.0,True,True,False
BUKA,"Frederiksberggade 21, st., 1459 København K",,3.5,5.0,,,2.0,True,True,True
Pantella,"Nørrebrogade 51, st. 2, 2200 København N",Pantella,3.5,173.0,,", , , , , , , , , ",2.0,True,True,False
JohnogWoo 2 ApS,"Göteborg Plads 2, 2150 Nordhavn",John&Woo Nordhavn,3.5,329.0,,", , , , , , , , , ",2.0,True,True,False
Queens Sushi ApS,"Nørregade 28, 1165 København K",,3.5,5.0,,,2.0,True,True,True
"Det Glade Vanvid, København","Læderstræde 3, 1201 København K",Det Glade Vanvid - København K,3.5,560.0,400-600 kr a persona,", , , , , , , , , ",3.0,False,True,False
Under træet,"Blågårdsgade 2A, kl. 1, 2200 København N",Under Træet,3.5,25.0,,", , ",2.0,True,True,False
Teddy By Bjørn,"Frederiksgade 6, st., 3400 Hillerød",Restaurant Teddy /by Bjørn,3.5,117.0,,", ",2.0,True,True,False
Lynge Kro & Hotel ApS,"Højrisvej 22, 3540 Lynge",Lynge Kro & Hotel,3.5,736.0,,,2.0,True,True,False
Darling Bistro & Bar,"Ved Stranden 18C, 1061 København K",Darling Bistro & Bar,3.5,402.0,,", , , , , , , , , ",2.0,True,True,False
Magnet 5 ApS,"Valby Langgade 49A, st. tv, 2500 Valby",,3.5,5.0,,,2.0,True,True,True
A.G Solution ApS,"Vallensbæk Stationstorv 73, 2665 Vallensbæk Strand",,3.5,5.0,,,2.0,True,True,True
Københavner Grillen,"Vesterbrogade 3, 1620 København V",,3.5,5.0,,,2.0,True,True,True
Shish ApS,"Amagerbrogade 80, st., 2300 København S",Shish,3.5,333.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Amish 2 ApS,"Centrumgaden 11, 2750 Ballerup",Café LaQuart,3.5,817.0,100-200 kr a persona,", , , , ",1.0,False,True,False
Café Kodan ApS,"Falkoner Alle 24, kl. th, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Duero ApS,"Torvet 1G, st., 3400 Hillerød",Torvets Café og Vinbar,3.5,95.0,,", ",2.0,True,True,False
The Black Olive ApS,"Ny Kronborgvej 2, 3000 Helsingør",The black olive,3.5,33.0,,", , , , , ",2.0,True,True,False
Saigon 45 ApS,"Rødovre Centrum 1M, st. 41, 2610 Rødovre",Saigon 45,3.5,43.0,100-200 kr a persona,", ",1.0,False,True,False
Yoomii sushi ApS,"Ny Kronborgvej 2, 3000 Helsingør",Yoomii sushi,3.5,8.0,100-200 kr a persona,,1.0,False,True,False
Pops Diner ApS,"Bispeengen 20F, 2000 Frederiksberg",Pops Diner Box,3.5,209.0,100-200 kr a persona,", , , , , , ",1.0,False,True,False
Kebab Stationen ApS,"Vejlebrovej 12B, 2635 Ishøj",City Kebab Grill,3.5,278.0,1-100 kr a persona,", , ",1.0,False,True,False
Restaurant Sultan,"Hovedvejen 140, 2600 Glostrup",Restaurant Sultan,3.5,417.0,,", , , , , , , , , ",2.0,True,True,False
SA Foods ApS,"Hannemanns Allé 28, ST., 2300 København S",Foodcorner,3.5,328.0,1-100 kr a persona,", , , , , , , , ",1.0,False,True,False
Super Bello ApS,"Jernbane Allé 45H, 2720 Vanløse",Superbello,3.5,260.0,,", , ",2.0,True,True,False
"SSP DK, AFD. 42, Le Sommelier","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Yo Østerbro ApS,"Østerbrogade 64, 2100 København Ø",YOBURGER,3.5,317.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Big Ben Cafe & Restaurant ApS,"Hovedvejen 103, 2600 Glostrup",Big Ben Pizza Glostrup,3.5,385.0,100-200 kr a persona,", , ",1.0,False,True,False
Chicks by Chicks Tivoli ApS,"Bernstorffsgade 3, 1577 København V",Chicks by Chicks,3.5,184.0,,", , , , , , , , , ",2.0,True,True,False
New Century Wok ApS,"Ordrupvej 94, 2920 Charlottenlund",,3.5,5.0,,,2.0,True,True,True
FS Orient ApS,"Østergade 1K, 3600 Frederikssund",,3.5,5.0,,,2.0,True,True,True
Bistro Couloir,"Krimsvej 29, 2300 København S",Bistro Couloir,3.5,21.0,,,2.0,True,True,False
Kebab på farten,"Malmparken 17, 2750 Ballerup",,3.5,5.0,,,2.0,True,True,True
Cafe Kaffeblomst ApS,"Mørdrup, 3060 Espergærde",Cafe Kaffeblomst,3.5,96.0,,,2.0,True,True,False
Burger King Sillebroen Frederikssund,"Nygade 1, 3600 Frederikssund",Burger King,3.5,467.0,,,2.0,True,True,False
Terra Restaurant,"Ryesgade 65A, 2100 København Ø",Tèrra,3.5,196.0,Più di 1000 kr a persona,", , , , , , , , , ",5.0,False,True,False
Doomsday Deli ApS,"Guldbergsgade 10, 2200 København N",Doomsday Deli,3.5,207.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Hereford ApS,"Frederiksberggade 21, 1., 1459 København K",Hereford ApS,3.5,5.0,,,2.0,True,True,True
Unkai ApS,"Helsingørsgade 20, st., 3400 Hillerød",Unkai,3.5,395.0,,", , , , , , , ",2.0,True,True,False
Kajen Drift ApS,"Børskaj 12, 1221 København K",Kayak Bar,3.5,1.785,,", , , , , , , , , ",2.0,True,True,False
Basso København ApS,"Dronningens Tværgade 22, 1302 København K",Basso,3.5,751.0,,", , , , , , , , , ",2.0,True,True,False
S3 Restaurant ApS,"Enghavevej 57, st., 1674 København V",,3.5,5.0,,,2.0,True,True,True
Props Coffee Shop,"Blågårdsgade 5, 2200 København N",Props Coffee Shop,3.5,200.0,1-100 kr a persona,", , ",1.0,False,True,False
Fru M Sandwich,"Søborg Hovedgade 131, 2860 Søborg",Fru M. Sandwich,3.5,169.0,1-100 kr a persona,", ",1.0,False,True,False
Vestvest ApS,"Summerredvej 26, st. tv, 2500 Valby",Samvær,3.5,71.0,1-100 kr a persona,", , ",1.0,False,True,False
ILUKA ApS,"Peder Skrams Gade 15, 1054 København K",ILUKA,3.5,317.0,,", , , , , , , , , ",2.0,True,True,False
Ordrup Burger ApS,"Ordrupvej 78B, 2920 Charlottenlund",,3.5,5.0,,,2.0,True,True,True
Food Box ApS,"Folehaven 70, 2500 Valby",Købmand NK 11,3.5,45.0,,,2.0,True,True,False
Restaurant Caia ApS,"Christianshavns Voldgade 52, st., 1424 København K",,3.5,5.0,,,2.0,True,True,True
Zirup Frederiksberg ApS,"Godthåbsvej 28, 2000 Frederiksberg",Zirup,3.5,1.043,200-300 kr a persona,", , , , , , , , , ",2.0,False,True,False
Aamanns Deli & Takeaway,"Øster Farimagsgade 10, 2100 København Ø",Aamanns Deli & Takeaway | Østerbro,3.5,880.0,,", , , , , , , , , ",2.0,True,True,False
IO ApS,"Nørrebrogade 108, st. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Nordic services,"Vesterfælledvej 8, 1750 København V",,3.5,5.0,,,2.0,True,True,True
Hellerup Food Service ApS,"Olof Palmes Gade 9, 1. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Kashmir Frederiksberg ApS,"Nordre Fasanvej 162, st. th, 2000 Frederiksberg",Kashmir To Go Frederiksberg,3.5,106.0,100-200 kr a persona,", , , , ",1.0,False,True,False
Poco Picante ApS,"H.C. Ørsteds Vej 43A, st., 1879 Frederiksberg C",Poco Picante,3.5,550.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Strøg Kebab,"Slotsgade 8, 3400 Hillerød",Strøg Kebab,3.5,75.0,1-100 kr a persona,", ",1.0,False,True,False
"Blox Eats, 2620","Bryghuspladsen 14, 1473 København K",BLOX EATS,3.5,173.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Vivaldi Amagerbrogade,"Amagerbrogade 92, 2300 København S",Cafe Vivaldi,3.5,670.0,,", , , ",2.0,True,True,False
Solbakken Bar ApS,"Nordre Fasanvej 14A, 2000 Frederiksberg",Solbakken,3.5,80.0,,,2.0,True,True,False
