Name,Address,P-nummer,Status,Company Type,Startdate,Enddate
Gabys,"Kastrup Strandpark 31, 2770 Kastrup",1028715710,Aktiv,P-enhed,02.11.2022,
Holte skolen,"Grünersvej 6, 2840 Holte",1028689000,Aktiv,P-enhed,01.07.2022,
Rozmarino,"Skansevej 29, st. tv, 3400 Hillerød",1028704875,Aktiv,P-enhed,17.10.2022,
JYTTE AAGAARD JOHANSEN,"Strandlund 20, st., 2920 Charlottenlund",1000841531,Aktiv,P-enhed,15.03.1991,
Ankara Dürüm House,"Istedgade 69, st. tv, 1650 København V",1020232966,Aktiv,P-enhed,13.03.2015,
Flamingo goals Monaco ApS,"Dyrehavsbakken 45, 2930 Klampenborg",1016933062,Aktiv,P-enhed,26.05.2011,
Cavallino Valby,"Valby Langgade 199, 2500 Valby",1019985837,Aktiv,P-enhed,01.01.2015,
Bravissimo-Bryggen v/Susanne Anine Petrine Hyldgaard,"Islands Brygge 5, st. th, 2300 København S",1017471216,Aktiv,P-enhed,16.02.2012,
The Bagel Co,"Gothersgade 17, 1123 København K",1017234710,Aktiv,P-enhed,03.11.2011,
Kebab & Grill,"Østergade 14B, 3200 Helsinge",1017345040,Aktiv,P-enhed,01.01.2012,
Bella di Notte,"Centervænget 15, 3400 Hillerød",1020335293,Aktiv,P-enhed,01.04.2015,
KUKU - Slotsarkaderne,"Slotsarkaderne 225, 3400 Hillerød",1031170075,Aktiv,P-enhed,19.03.2025,
Restaurant Mevlana v/Abidin Harmankaya,"Jagtvej 119, 2200 København N",1004025789,Aktiv,P-enhed,01.02.1997,
Café Guldborg ApS,"Blågårdsgade 1, 2200 København N",1031240561,Aktiv,P-enhed,10.04.2025,
ROMA PIZZARIA v/Aytekin Gümüs,"Nørregade 21, 1165 København K",1017572756,Aktiv,P-enhed,01.02.2012,
KEBAB SPECIAL I/S,"Stengade 10, 3000 Helsingør",1002920943,Aktiv,P-enhed,01.03.1986,
La boca de malbeck,"Frederiksborggade 21, 1360 København K",1023839713,Aktiv,P-enhed,24.08.2018,
LE SAINT JACQUES CAFE ApS,"Sankt Jakobs Plads 1, 2100 København Ø",1003506480,Aktiv,P-enhed,09.05.1995,
PIZZERIA SARDEGNA V/STEFANO CASU,"Gullandsgade 2, 2300 København S",1003528524,Aktiv,P-enhed,01.07.1995,
GUDHJEM SPECIAL ICE-CREAM APS,"Åbogade 11, 3760 Gudhjem",1002287518,Aktiv,P-enhed,01.07.1982,
Orion Pizza v/Mehmet Uzumcu,"Nordre Frihavnsgade 17, 2100 København Ø",1003733028,Aktiv,P-enhed,15.05.1996,
Jonas Pizzaria v/Cevat Bagiran,"Hillerødgade 21A, 2200 København N",1013649436,Aktiv,P-enhed,01.10.2007,
TAS ApS,"Holte Midtpunkt 20, 2840 Holte",1014216134,Aktiv,P-enhed,18.02.2008,
Pomodoro & Mozzarella v/Nevzat Zeciri,"Godthåbsvej 140, 2000 Frederiksberg",1014375119,Aktiv,P-enhed,15.04.2008,
Eastbronx sandwichbar v/ Lisbeth Bjørn Jensen,"Ribegade 3, 1. th, 2100 København Ø",1014953392,Aktiv,P-enhed,01.12.2008,
Crepes a la Cart Copenhagen,"Landemærket 7, st., 1119 København K",1018864424,Aktiv,P-enhed,01.10.2013,
Det lille Pizzahus,"Saltværksvej 78, 2770 Kastrup",1031134923,Aktiv,P-enhed,17.02.2025,
Værnedams Kebab og Burger,"Værnedamsvej 20, 1619 København V",1022853879,Aktiv,P-enhed,19.09.2017,
HARLEKIN V/AHMED SHAFI,"Dyrehavsbakken 75, 2930 Klampenborg",1001496086,Aktiv,P-enhed,15.03.1995,
STJERNEGRILL V/ÅSE RASMUSSEN,"Islevdalvej 170, 2610 Rødovre",1001177998,Aktiv,P-enhed,13.04.1993,
bella Italia,"H.C. Ørsteds Vej 42, 1879 Frederiksberg C",1003628302,Aktiv,P-enhed,15.12.1995,
STRØGSHAWARMA ApS,"Frederiksberggade 5, 1459 København K",1004348984,Aktiv,P-enhed,01.11.1997,
Hasle Havnegrill v. Linda B. Finne,"Gammeltoft 37, 3790 Hasle",1011936268,Aktiv,P-enhed,01.01.2006,
Roma Pizzaria & Grillbar v/Bekir Dinc,"Kongensgade 34C, 3550 Slangerup",1010786874,Aktiv,P-enhed,01.10.2004,
Matador Pizza V/Jerzy Malesa,"Dæmningen 66, 2610 Rødovre",1004393079,Aktiv,P-enhed,15.01.1998,
Oriental Pizza Bar,"Bellahøjvej 123, 2720 Vanløse",1004385594,Aktiv,P-enhed,01.01.1998,
Falkoner Pizza Og Grill I/S,"Falkoner Alle 120, 2000 Frederiksberg",1019504251,Aktiv,P-enhed,01.07.2014,
Kong Pizzaria v/Bülent Kalkan,"Vestergade 12, 1456 København K",1018802399,Aktiv,P-enhed,01.10.2013,
ULUDAG ApS,"Viktoriagade 2 - 4, 1655 København V",1018866974,Aktiv,P-enhed,31.10.2013,
BENVENUTI,"Emdrupvej 8, 2100 København Ø",1018420909,Aktiv,P-enhed,01.05.2013,
Egedal Pizzaria & Kebab I/S,"Egedal Centret 117, 3660 Stenløse",1018840606,Aktiv,P-enhed,01.11.2013,
McDonald's BIRKERØD,"Birkerød Kongevej 60, 3460 Birkerød",1018107852,Aktiv,P-enhed,30.11.2012,
Istanbul Kebabhouse,"Godthåbsvej 227, 2720 Vanløse",1018865234,Aktiv,P-enhed,01.11.2013,
ARMANDOS'S CAFE & PIZZABAR ApS,"Jyllingevej 32, 2720 Vanløse",1018778714,Aktiv,P-enhed,16.09.2013,
Livorno Pizzeria v/Hulusi Bilgic,"Jernbane Allé 90, 1. th, 2720 Vanløse",1013444060,Aktiv,P-enhed,01.08.2007,
Pizza Pizza v/Ali A. H. Al-kerwie,"Tamsborgvej 19A, st. th, 3400 Hillerød",1015043098,Aktiv,P-enhed,19.01.2009,
Lucerne Pizza & Indiske Specialiteter v/Harjit Singh,"Lucernevej 58, 2610 Rødovre",1012959377,Aktiv,P-enhed,01.02.2007,
Awasana ApS,"Refshalevej 167A, 1432 København K",1030961141,Aktiv,P-enhed,06.01.2025,
HAWAL PIZZARIA ApS,"Folehaven 70, 2500 Valby",1016706473,Aktiv,P-enhed,08.03.2011,
Skovs v/Ilse Linda Skov,"Bakkefaldet 52, 2840 Holte",1015461116,Aktiv,P-enhed,01.08.2009,
Verona Pizza og kebab house,"Stjernegade 32B, 3000 Helsingør",1015382569,Aktiv,P-enhed,01.05.2009,
DIDIM PIZZA V/MUSTAFA ATICI,"Vibevej 35, st. th, 2400 København NV",1009383219,Aktiv,P-enhed,01.09.2000,
Mia v/Mia Hee Johansen,"Ravnsborggade 21, kl., 2200 København N",1011600944,Aktiv,P-enhed,15.08.2005,
TONYS PIZZA ApS,"Istedgade 38, 1650 København V",1026585771,Aktiv,P-enhed,14.12.2020,
Le Quattro Stagioni 2021 ApS,"Sølvgade 90, 1307 København K",1026632141,Aktiv,P-enhed,30.12.2020,
beirut palace,"Nørrebrogade 175, 2200 København N",1026825756,Aktiv,P-enhed,16.02.2021,
Vangede pizza,"Vangede Bygade 77, 2820 Gentofte",1027727588,Aktiv,P-enhed,01.12.2021,
Tasty Kebab ApS,"Stationstorvet 1A, 2600 Glostrup",1028001939,Aktiv,P-enhed,11.02.2022,
"SSP DK AFD. 12, Business Lounge","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028255884,Aktiv,P-enhed,29.04.2022,
pappas pizza og grill,"Vigerslev Allé 122, 2500 Valby",1027699932,Aktiv,P-enhed,22.11.2021,
Kong Frit ApS,"Nygade 4, 1164 København K",1028246052,Aktiv,P-enhed,12.05.2022,
"SSP DK, AFD. 74, Gorms Pizza T2","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257712,Aktiv,P-enhed,29.04.2022,
MONARCH AFD. 400+401 Admin,"Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028255795,Aktiv,P-enhed,29.04.2022,
Cantinos Pizzabar v/Yalcin Celik,"Højengen 20, 2980 Kokkedal",1009802327,Aktiv,P-enhed,01.04.2002,
Restaurant Jin Yuan v/Yong Hui Wang,"Kastruplundgade 22, 2770 Kastrup",1008135033,Aktiv,P-enhed,01.01.2001,
LATINI PIZZA v/Sami Kaya,"Amagerbrogade 28, 2300 København S",1008920962,Aktiv,P-enhed,01.11.2002,
SkibbyPizza og Burger House v/Kemal Ciftci,"Hovedgaden 21, 4050 Skibby",1008698011,Aktiv,P-enhed,01.10.2001,
Aee Thai Takeaway,"Valby Langgade 120, 2500 Valby",1031169352,Aktiv,P-enhed,19.03.2025,
Torv Cafeen v/Osman Cifci,"Hvidovre Torv 11, 2650 Hvidovre",1009872899,Aktiv,P-enhed,01.06.2003,
Guan Li,"Farum Hovedgade 77, 3520 Farum",1015643168,Aktiv,P-enhed,01.12.2009,
Kebap Mann v/Hanifi Koc,"Tempovej 3 - 5, 2750 Ballerup",1015980865,Aktiv,P-enhed,01.05.2010,
Amagerstrand Minigolf ApS,"Parcelvej 86A, 2830 Virum",1015864059,Aktiv,P-enhed,22.02.2010,
APEX PIZZA GRILL v/Mehmet Cifci,"Strandmarksvej 15A, 2650 Hvidovre",1014333637,Aktiv,P-enhed,01.05.2008,
DIVAN ApS,"Nørrebrogade 245, 2200 København N",1008888651,Aktiv,P-enhed,01.01.2002,
Linderhøj Pizzaria og Grill v/Erol Yapici,"Tvedvangen 201, 2730 Herlev",1008758227,Aktiv,P-enhed,15.11.2001,
La Quattro Pizza v/Fergim Aliu,"Borups Plads 30, 2200 København N",1008522088,Aktiv,P-enhed,01.07.2001,
Amager Kebab 2001 v/Ahmet Terkeski,"Amagerbrogade 24, 2300 København S",1008612001,Aktiv,P-enhed,01.09.2001,
GRILL 110 V/WEN XIONG WEN,"Øresundsvej 110, 2300 København S",1005108341,Aktiv,P-enhed,01.06.1999,
Nino's Pizzabar v/ Remzi Coskun,"Hovedgaden 427, 2640 Hedehusene",1008036701,Aktiv,P-enhed,15.11.2000,
ENRICCO PIZZERIA,"Nordre Fasanvej 100, st. 1, 2000 Frederiksberg",1019721996,Aktiv,P-enhed,01.10.2014,
BENLI ApS,"Brøndbyvestervej 21 - 23, 2600 Glostrup",1019854589,Aktiv,P-enhed,01.11.2014,
Seher's Pizza & Grillbar,"Kastrupvej 326, 2770 Kastrup",1018982559,Aktiv,P-enhed,01.01.2014,
DÜNYAM SHAWARMA HOUSE ApS,"Istedgade 140, 1650 København V",1019693917,Aktiv,P-enhed,04.09.2014,
Vores Grill v/Bonnie,"Avedøreholmen 46, 2650 Hvidovre",1019864991,Aktiv,P-enhed,01.11.2014,
Esperia Farum ApS,"Farum Hovedgade 33, 3520 Farum",1020007113,Aktiv,P-enhed,10.12.2014,
Thai Chilli,"Frederikssundsvej 245, st. 2, 2700 Brønshøj",1019704218,Aktiv,P-enhed,15.09.2014,
Milan Pizzeria,"Rugvænget 31, 2750 Ballerup",1019134632,Aktiv,P-enhed,01.03.2014,
Kababji ApS,"Istedgade 19, st. 1, 1650 København V",1030100235,Aktiv,P-enhed,01.02.2024,
IndDk ApS,"Hvidovrevej 261B, 2650 Hvidovre",1030522954,Aktiv,P-enhed,12.07.2024,
Farum Stations Pizza v/Resul,"Farum Stationstorv 25, 3520 Farum",1030618994,Aktiv,P-enhed,27.08.2024,
Burger Factory Fredensborg,"Præstemosevej 4B, 3480 Fredensborg",1030678261,Aktiv,P-enhed,01.09.2024,
Tyrolerbaren I/S,"Trædrejerporten 35, 2650 Hvidovre",1025194698,Aktiv,P-enhed,31.10.2019,
Mr. Pizza & Sandwichbar,"Tjørnehusene 1, 2600 Glostrup",1025213749,Aktiv,P-enhed,24.10.2019,
MB Pizza v/Ramazan Pekerman,"Nordre Fasanvej 132B, st. tv, 2000 Frederiksberg",1021566671,Aktiv,P-enhed,01.07.2016,
Casa De Pizza,"Østerbrogade 149, 2100 København Ø",1021565128,Aktiv,P-enhed,24.06.2016,
Kina Grill & Mai's Sushi,"Hovedgaden 514, 2640 Hedehusene",1023455613,Aktiv,P-enhed,12.03.2018,
Kulhuse Isbar ApS,"Kulhusvej 210, 3630 Jægerspris",1023253433,Aktiv,P-enhed,16.01.2018,
Carmela ApS,"Toftegårds Allé 5A, st., 2500 Valby",1023432648,Aktiv,P-enhed,09.03.2018,
Khan Huset ApS,"Elmegade 8, kl. th, 2200 København N",1021299487,Aktiv,P-enhed,22.03.2016,
Kebabland ApS,"Hedeparken 11P, 2750 Ballerup",1021503734,Aktiv,P-enhed,20.04.2016,
Everest Food ApS,"Knuds Alle 9, 2800 Kongens Lyngby",1021597704,Aktiv,P-enhed,12.07.2016,
Den Gamle Have Frederiksdal ApS,"Nybrovej 461, 2800 Kgs. Lyngby",1021797878,Aktiv,P-enhed,21.09.2016,
Latini Pizza,"Godthåbsvej 37, 2000 Frederiksberg",1023052993,Aktiv,P-enhed,15.11.2017,
Spice Kebab & Pizza,"Amagerbrogade 99, 2300 København S",1022874116,Aktiv,P-enhed,26.09.2017,
Bear Slice,"Larsbjørnsstræde 25, 1454 København K",1022398071,Aktiv,P-enhed,27.04.2017,
EFES PIZZA,"Ålekistevej 86, 2720 Vanløse",1022892254,Aktiv,P-enhed,01.10.2017,
Piccola Italia Pizzeria ApS,"Helsingørsgade 24D, 3400 Hillerød",1022720054,Aktiv,P-enhed,01.08.2017,
EFESS PIZZARIA & GRILL,"Taastrup Torv 24, 2630 Taastrup",1023243934,Aktiv,P-enhed,25.01.2018,
Ali Bageri,"Esromgade 1, st. tv, 2200 København N",1023472267,Aktiv,P-enhed,27.03.2018,
Crepes a la Cart ApS,"Landemærket 7, st., 1119 København K",1023487450,Aktiv,P-enhed,03.04.2018,
Delen ApS,"Nybrovej 264, 2800 Kongens Lyngby",1026915593,Aktiv,P-enhed,15.03.2021,
Byens Gadekok,"Hammervej 2, 2970 Hørsholm",1026255968,Aktiv,P-enhed,14.09.2020,
Pizza Deli ApS,"Toldbodgade 3, 3730 Nexø",1026505220,Aktiv,P-enhed,24.11.2020,
Byens Pizzeria Helsinge ApS,"Vestergade 9, 3200 Helsinge",1022050946,Aktiv,P-enhed,23.12.2016,
Inka Food ApS,"Stengade 10, 3000 Helsingør",1022061239,Aktiv,P-enhed,01.02.2017,
Homemate A/S,"Rungstedvej 7, 2970 Hørsholm",1022252271,Aktiv,P-enhed,06.03.2017,
BRØNSHØJ KEBAB,"Frederikssundsvej 192, 2700 Brønshøj",1022581933,Aktiv,P-enhed,27.06.2017,
Pizzahuset,"Bagsværd Hovedgade 77, 2880 Bagsværd",1022849332,Aktiv,P-enhed,18.09.2017,
Limdim ApS,"Dronning Dagmars Allé 1, st. th, 2500 Valby",1022607002,Aktiv,P-enhed,01.07.2017,
FIORENTINA 1 APS,"Valby Langgade 127, 2500 Valby",1022856290,Aktiv,P-enhed,19.09.2017,
"SSP DK, Afd.2+3+4+5+8+9+10+91+102+103+105","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028255841,Aktiv,P-enhed,29.04.2022,
"SSP DK, AFD. 57, Steff Pølsebar Landside T2","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257631,Aktiv,P-enhed,29.04.2022,
Aladdin Pizza & Grillbar,"Røde Mellemvej 112, 2300 København S",1028675328,Aktiv,P-enhed,19.10.2022,
Bellano Pizzeria,"Frankrigshusene 1, 2300 København S",1020459391,Aktiv,P-enhed,01.05.2015,
"LAGO DI GARDA Italiensk Gastronomi, v/Asad Hassan Omer","Vangedevej 142, 2870 Dyssegård",1020476253,Aktiv,P-enhed,01.06.2015,
Skottegården pizza,"Skottegården 10, 2770 Kastrup",1020734848,Aktiv,P-enhed,15.09.2015,
fløng pizza,"Hedevej 1, 2640 Hedehusene",1020899332,Aktiv,P-enhed,16.11.2015,
Mari Mar ApS,"Gammel Køge Landevej 778E, 2660 Brøndby Strand",1020513639,Aktiv,P-enhed,24.06.2015,
Pizza Experten v/Hamit Kilic,"Århusgade 12, st., 2100 København Ø",1021053933,Aktiv,P-enhed,01.01.2016,
k.e.-2016,"Gladsaxe Møllevej 27, 2860 Søborg",1021174927,Aktiv,P-enhed,19.02.2016,
Jarsbois,"Linnésgade 17, 1361 København K",1021181761,Aktiv,P-enhed,24.02.2016,
Mad huset v/Tuncay Savran,"Oehlenschlægersgade 53, 1663 København V",1021021527,Aktiv,P-enhed,08.01.2016,
Costa Smeralda Pizzeria ApS,"Tokkerupvej 13, 2730 Herlev",1021080647,Aktiv,P-enhed,21.01.2016,
Dællekatessen v/Maria Rej,"Grønnegade 38, st. th, 1107 København K",1024543664,Aktiv,P-enhed,01.04.2019,
G.A II APS,"Nørrebrogade 163, st., 2200 København N",1025099954,Aktiv,P-enhed,20.09.2019,
Oliven Pizza v/Azad,"Tobaksvejen 55, 2860 Søborg",1025183459,Aktiv,P-enhed,01.11.2019,
Pølsevogn v/ Tina Jensen,"Ny Adelgade 5, 1104 København K",1025513203,Aktiv,P-enhed,01.02.2020,
The Pizza Company ApS,"Sværtegade 11, 1118 København K",1024757621,Aktiv,P-enhed,31.05.2019,
Shawarma Huset,"Taastrup Hovedgade 102, 2630 Taastrup",1025456986,Aktiv,P-enhed,01.02.2020,
Megs Pølsevogn,"Åkirkebyvej 20, 3700 Rønne",1025530191,Aktiv,P-enhed,05.02.2020,
Byens Pizza Rødovre v/Olcay Gülsen,"Nørrekær 1C, 2610 Rødovre",1025305473,Aktiv,P-enhed,01.12.2019,
Venedig Pizzaria v/ Hüseyin Aydin,"Hovedgaden 425, 2640 Hedehusene",1025414876,Aktiv,P-enhed,03.01.2020,
Gourmet Pizza / Yildirim Celik,"Nørrevang 2, 3460 Birkerød",1025729125,Aktiv,P-enhed,06.04.2020,
Jakob's Dürüm Bar,"Posthustorvet 9A, 3300 Frederiksværk",1024505312,Aktiv,P-enhed,13.03.2019,
Hos Fang,"Kongelundsvej 291, 2770 Kastrup",1024502178,Aktiv,P-enhed,12.03.2019,
DT7206 ApS,"Backersvej 38, 2300 København S",1024297868,Aktiv,P-enhed,10.01.2019,
W. Z. Service ApS,"Tornerosevej 35, st. tv, 2730 Herlev",1024311135,Aktiv,P-enhed,16.01.2019,
Homemate A/S,"Øverødvej 7, 2840 Holte",1024407442,Aktiv,P-enhed,01.01.2019,
Byens Bedste Kebab Gentofte ApS,"Vangede Bygade 38, 2820 Gentofte",1025133435,Aktiv,P-enhed,15.10.2019,
Jonas pizza,"Frederikssundsvej 156A, 5., 2700 Brønshøj",1025502260,Aktiv,P-enhed,28.01.2020,
Tacopop Frederiksberg,"Smallegade 20A, st. tv, 2000 Frederiksberg",1024909677,Aktiv,P-enhed,02.08.2019,
PIZZA PAZZA APS,"Odensegade 4, st., 2100 København Ø",1025165787,Aktiv,P-enhed,23.10.2019,
MILAS CANTINA,"Amager Landevej 142, 2770 Kastrup",1030813355,Aktiv,P-enhed,06.11.2024,
Picasso Pizza & Grill v/ Yasin,"Mørkhøjvej 81, 2860 Søborg",1025548287,Aktiv,P-enhed,10.02.2020,
Din Madvogn,"Prøvestensvej 34, 3000 Helsingør",1025090442,Aktiv,P-enhed,25.09.2019,
Stefanos Pita ApS,"Jagtvej 137, 2200 København N",1025117863,Aktiv,P-enhed,07.10.2019,
Kebabistan 5,"Taastrup Hovedgade 39, 2630 Taastrup",1024914220,Aktiv,P-enhed,01.08.2019,
MIKIS PIZZERIA ApS,"Ålekistevej 42, 2720 Vanløse",1026622278,Aktiv,P-enhed,22.12.2020,
HK v/Hasan Kaya,"Amagerbrogade 106, 2300 København S",1026423593,Aktiv,P-enhed,30.10.2020,
Vesterleds Pizza & Burger,"Vesterleds Allé 4, 2605 Brøndby",1025929752,Aktiv,P-enhed,15.06.2020,
Cantinos Pizza Nærum ApS,"Nærum Hovedgade 66, 2850 Nærum",1025962075,Aktiv,P-enhed,22.06.2020,
Hubb ApS,"Pilestræde 10, 1112 København K",1026560558,Aktiv,P-enhed,03.12.2020,
Trento Pizza,"Frederiksborgvej 178, 2400 København NV",1026640330,Aktiv,P-enhed,01.01.2021,
Købmandsgårdens Pizza House,"Bygaden 63, 2605 Brøndby",1026333071,Aktiv,P-enhed,07.09.2020,
Mevlana Kebab Ishøj 2 ApS,"Industribuen 11D, 2635 Ishøj",1026402081,Aktiv,P-enhed,23.10.2020,
Bello E Buono ApS,"Rantzausgade 10, 2200 København N",1026610202,Aktiv,P-enhed,11.12.2020,
Vefa Kebab ApS,"Nordre Frihavnsgade 54, st., 2100 København Ø",1025807193,Aktiv,P-enhed,05.05.2020,
Bite-Me ApS,"Trianglen 7, 2100 København Ø",1026276337,Aktiv,P-enhed,07.09.2020,
Masse Pizza og Grill,"Amagerbrogade 111, 2300 København S",1027100372,Aktiv,P-enhed,01.06.2021,
Mona Lisa,"Gladsaxevej 130, 2860 Søborg",1026973623,Aktiv,P-enhed,01.04.2021,
Pappas Pizza II ApS,"Frederiksborgvej 48, 2400 København NV",1027362849,Aktiv,P-enhed,01.07.2021,
Florie ApS,"Eversvej 11, 5. th, 2000 Frederiksberg",1027904811,Aktiv,P-enhed,10.01.2022,
Easypeacy ApS,"Vester Farimagsgade 6, 1606 København V",1027802369,Aktiv,P-enhed,10.12.2021,
Bryggens Pizza I/S,"Leifsgade 9, 2300 København S",1028772412,Aktiv,P-enhed,10.11.2022,
Ankara Durum House ApS,"Istedgade 69, st. tv, 1650 København V",1028422551,Aktiv,P-enhed,17.07.2022,
Ken Pizza,"Rådhus Alle 22, 3650 Ølstykke",1028523064,Aktiv,P-enhed,24.08.2022,
Hvidovre Pizza,"Sognegårds Alle 32, st. th, 2650 Hvidovre",1028733166,Aktiv,P-enhed,08.11.2022,
Diegos Pizza v/Sevket,"Øresundsvej 49, 2300 København S",1028961436,Aktiv,P-enhed,12.01.2023,
Asian Village,"Brøndbyvestervej 29, st. th, 2600 Glostrup",1028367372,Aktiv,P-enhed,07.07.2022,
The Moroccan Recipe I/S,"Ny Kronborgvej 2, 3000 Helsingør",1028652298,Aktiv,P-enhed,11.10.2022,
Sandwich Pigen ApS,"Skindergade 44, st. th, 1159 København K",1028814905,Aktiv,P-enhed,29.11.2022,
Sehers Pizza,"Nordre Strandvej 336A, 3100 Hornbæk",1029175469,Aktiv,P-enhed,01.04.2023,
Den Gode Kok 2 ApS,"Saltværksvej 75, 2770 Kastrup",1029982127,Aktiv,P-enhed,08.01.2024,
The Döner ApS,"Frederiksberg Alle 41B, st. 9, 1820 Frederiksberg C",1029212062,Aktiv,P-enhed,31.03.2023,
Lagano Pizza I/S,"Dronningens Tværgade 22, 1302 København K",1029620632,Aktiv,P-enhed,07.09.2023,
Ullerød Pizzeria,"Frederiksværksgade 117, 3400 Hillerød",1028785190,Aktiv,P-enhed,25.11.2022,
Isola Pizza ApS,"Godthåbsvej 71, 2000 Frederiksberg",1028823483,Aktiv,P-enhed,08.12.2022,
Bagel Hytten,"Ågade 4B, 3600 Frederikssund",1028849024,Aktiv,P-enhed,01.01.2023,
Holte Kebab ApS,"Holte Stationsvej 3, 2840 Holte",1029255225,Aktiv,P-enhed,26.04.2023,
PizzaTit v/Sabri,"Hvidovrevej 48, 2610 Rødovre",1029095104,Aktiv,P-enhed,03.03.2023,
CANTINOS-ALLERØD ApS,"Frederiksborgvej 72, 3450 Allerød",1029200390,Aktiv,P-enhed,03.04.2023,
Okutan Group ApS,"Egedal Centret 108, 3660 Stenløse",1029472684,Aktiv,P-enhed,10.07.2023,
Ørsteds Kebab,"H.C. Ørsteds Vej 37A, 1879 Frederiksberg C",1029781040,Aktiv,P-enhed,16.11.2023,
Isbaren Liseleje ApS,"Liselejevej 44B, 1., 3360 Liseleje",1028896189,Aktiv,P-enhed,03.01.2023,
Laguna Pizzaria,"Ålholmvej 13, 2500 Valby",1028985041,Aktiv,P-enhed,01.02.2023,
Sten & Kul Værløse ApS,"Bymidten 28, 3500 Værløse",1029340664,Aktiv,P-enhed,24.05.2023,
KYSK ApS,"Ryetvej 103, 2. th, 3500 Værløse",1029931751,Aktiv,P-enhed,18.12.2023,
Halsnæs Pizza & Cafe I/S,"Åsebro 4B, 3300 Frederiksværk",1030175642,Aktiv,P-enhed,11.03.2024,
Fælledvej Pizza ApS,"Fælledvej 6, 2200 København N",1030181006,Aktiv,P-enhed,13.03.2024,
La Luna,"Haraldsgade 54, 2100 København Ø",1030306453,Aktiv,P-enhed,25.04.2024,
Kongens Pizzaria & Burgerhouse v/Haci,"Rudemarken 41, 2840 Holte",1030458563,Aktiv,P-enhed,17.06.2024,
Riffat ApS,"Baunegårdsvej 5, 2820 Gentofte",1030021440,Aktiv,P-enhed,19.01.2024,
Slice It ApS,"Nørrebrogade 177, st. tv, 2200 København N",1030032043,Aktiv,P-enhed,24.01.2024,
the Durum Bar,"Frederikssundsvej 40, st. tv, 2400 København NV",1030468011,Aktiv,P-enhed,13.06.2024,
Skibby Pizza,"Hovedgaden 35, 4050 Skibby",1030485269,Aktiv,P-enhed,23.06.2024,
Hugos Pizzaria,"Øresundsvej 106, 2300 København S",1030560031,Aktiv,P-enhed,01.08.2024,
FANTASIA 2400,"Frederikssundsvej 68A, 2400 København NV",1030674991,Aktiv,P-enhed,17.09.2024,
Homemate A/S,"Bernstorffsvej 69A, 2900 Hellerup",1030678741,Aktiv,P-enhed,01.01.2024,
Juice House,"Taastrup Hovedgade 39A, 2630 Taastrup",1030723208,Aktiv,P-enhed,03.10.2024,
Cavallino,"Jesper Brochmands Gade 15, st. tv, 2200 København N",1030802248,Aktiv,P-enhed,04.11.2024,
Sydhavnens Pizza,"Enghavevej 184, 2450 København SV",1030811271,Aktiv,P-enhed,20.08.2024,
Frederiksværk Pizza,"Nørregade 16A, 3300 Frederiksværk",1029915861,Aktiv,P-enhed,12.12.2023,
Marco Polo Pizza I/S,"Gydevang 1A, 3450 Allerød",1029977093,Aktiv,P-enhed,15.01.2024,
BOSS KEBAB & PIZZA,"Søborg Hovedgade 189, 2860 Søborg",1030586251,Aktiv,P-enhed,14.08.2024,
Roma Pizzeria & Cafe,"Hovedgaden 43, 3630 Jægerspris",1030654443,Aktiv,P-enhed,09.09.2024,
Yummy Pizza & Burger,"Buddingevej 215, 2860 Søborg",1030734846,Aktiv,P-enhed,01.10.2024,
Skovgrillen Hillerød ApS,"Fredensborgvej 29, 3400 Hillerød",1030370089,Aktiv,P-enhed,,
Valby Doner ApS,"Langelinie Allé 17, 2100 København Ø",1030419169,Aktiv,P-enhed,03.06.2024,
Pizza Deli Aakirkeby,"Torvet 6, 3720 Aakirkeby",1031034341,Aktiv,P-enhed,01.02.2025,
Noahs Bagsværd,"Bagsværd Hovedgade 128, 2880 Bagsværd",1030448185,Aktiv,P-enhed,01.07.2024,
emdrup kebab,"Lersø Parkallé 173, st. tv, 2100 København Ø",1030525376,Aktiv,P-enhed,01.04.2024,
Sten & Kul Gentofte ApS,"Smakkegårdsvej 159, 2820 Gentofte",1030780058,Aktiv,P-enhed,25.10.2024,
Vaffelbageren Dragør,"Kongevejen 19B, 2791 Dragør",1031201671,Aktiv,P-enhed,04.04.2025,
Det Kolde Hjørne I/S,"Nordre Frihavnsgade 19, 2100 København Ø",1029386974,Aktiv,P-enhed,12.06.2023,
Gurlis,"Lyngborgvej 16, 2770 Kastrup",1029393199,Aktiv,P-enhed,14.06.2023,
Pauseriet - Salatbar,"Vodroffsvej 2A, st. 2, 1900 Frederiksberg C",1029656483,Aktiv,P-enhed,01.06.2023,
Hørsholm Bistrokebab,"Stadionalle 11, 2960 Rungsted Kyst",1029609698,Aktiv,P-enhed,05.09.2023,
Food Family ApS,"Thingvalla Allé 49, st., 2300 København S",1026629558,Aktiv,P-enhed,27.12.2020,
EH Catering ApS,"Jerslev Alle 13C, 2770 Kastrup",1026980093,Aktiv,P-enhed,31.03.2021,
Ørestad Kebab,"Ørestads Boulevard 87, 2300 København S",1026699440,Aktiv,P-enhed,18.01.2021,
